Date,Open,High,Low,Close,Volume
2025-10-07,3622.909262,3654.787670,3534.409402,3565.785169,11854642
2025-10-08,3571.335365,3643.263993,3551.064152,3622.701223,25584085
2025-10-09,3644.974431,3744.587717,3396.095475,3491.514874,26170369
2025-10-10,3514.121275,3602.926294,3440.614750,3529.106320,105482398
2025-10-13,3566.625157,3678.658462,3505.127524,3616.304236,138968193
2025-10-14,3669.267230,3730.186926,3585.169804,3645.698190,99139242
2025-10-15,3637.741170,3823.879914,3563.187524,3747.085316,8112983
2025-10-16,3751.638781,3782.784019,3688.386936,3719.263401,15439366
2025-10-17,3727.941037,3850.534926,3699.927226,3821.815689,47891108
2025-10-20,3793.531654,4045.813567,3768.832622,4019.642367,123094491
2025-10-21,4015.190018,4068.474241,3968.124725,4021.336896,85410534
2025-10-22,4036.184997,4071.491381,3993.767446,4029.011077,126325052
2025-10-23,3988.645761,4115.870178,3934.117707,4060.361708,104632682
2025-10-24,4090.709125,4132.872686,4031.927252,4073.917742,26398919
2025-10-27,4053.223812,4088.495449,3932.737849,3967.261431,121455491
2025-10-28,3960.953897,3973.016292,3923.153284,3935.137058,109780541
2025-10-29,3950.399789,4020.901665,3846.087952,3915.975465,96378249
2025-10-30,3922.319889,4054.938585,3880.775490,4012.439656,22203793
2025-10-31,3950.365657,4110.895792,3889.666163,4048.685561,98967153
2025-11-03,4002.393557,4150.412925,3964.554474,4111.541941,46808920
2025-11-04,4100.193947,4297.794341,4027.387725,4222.810839,25123396
2025-11-05,4241.168750,4275.147927,4155.764513,4189.328358,63142500
2025-11-06,4174.905045,4226.644223,4131.435084,4183.089048,132683103
2025-11-07,4143.506946,4315.079454,4092.352971,4262.456972,147119233
2025-11-10,4273.023170,4382.363666,4184.826470,4293.739376,14384195
2025-11-11,4241.934415,4365.671099,4154.776463,4277.776704,103777850
2025-11-12,4297.637192,4336.617562,4116.959139,4154.642521,147956628
2025-11-13,4137.684216,4199.567619,4034.808511,4096.069522,94737769
2025-11-14,4079.278706,4128.461405,4038.212707,4087.314509,30520968
2025-11-17,4094.916304,4289.383512,4039.190214,4231.794699,64149942
2025-11-18,4231.012352,4259.770673,4163.924054,4192.420062,117678926
2025-11-19,4172.253953,4239.378619,4115.410523,4182.396998,119332842
2025-11-20,4152.987291,4217.555344,4111.564962,4175.904436,79241917
2025-11-21,4193.913468,4237.403959,4093.873515,4136.771449,31014287
2025-11-24,4114.055346,4254.517922,4064.834078,4204.217933,91068728
2025-11-25,4222.663402,4335.890103,4162.427063,4274.908487,139790245
