Date,Open,High,Low,Close,Volume
2025-10-07,280.248132,288.390613,276.367460,284.451732,63421236
2025-10-08,284.471824,285.439575,275.559164,276.499795,51927981
2025-10-09,275.603405,279.517795,264.638399,268.451205,69270495
2025-10-10,268.283734,268.931783,267.477687,268.125353,17985495
2025-10-13,270.461201,272.904093,266.259173,268.686031,117332389
2025-10-14,271.517385,273.605433,263.276930,265.317298,23963187
2025-10-15,267.920585,271.979446,255.019283,258.942125,19213462
2025-10-16,259.132268,264.578345,254.928224,260.354473,8744138
2025-10-17,261.168551,261.402160,257.406442,257.636891,58617526
2025-10-20,256.982347,271.983348,253.294227,268.135167,115262869
2025-10-21,270.381069,274.339817,261.174501,265.055272,122135832
2025-10-22,265.814740,271.072292,248.743375,253.762547,1795327
2025-10-23,254.753607,267.823793,252.981066,265.973188,76167731
2025-10-24,265.139580,267.155885,258.538418,260.519589,69502208
2025-10-27,258.143598,262.353321,251.783852,255.957932,46234333
2025-10-28,256.957875,262.313222,252.693424,258.030962,5917969
2025-10-29,257.172041,263.083900,253.788854,259.667879,63151053
2025-10-30,260.326719,268.454541,256.140009,264.205452,88973214
2025-10-31,263.219576,273.929511,257.904987,268.508142,33839912
2025-11-03,268.031715,270.451502,256.030992,258.363495,43183420
2025-11-04,257.227237,261.771414,254.997647,259.521934,21794124
2025-11-05,259.468330,264.220024,255.861621,260.597618,128378305
2025-11-06,260.278778,266.738219,256.576884,262.997655,1555150
2025-11-07,263.892147,265.921722,261.239668,263.264415,86054647
2025-11-10,264.514382,265.391241,256.647994,257.501605,113052423
2025-11-11,257.832776,261.070666,250.392666,253.577113,100265641
2025-11-12,252.845896,257.293919,249.392194,253.826819,127755623
2025-11-13,252.219797,254.040619,243.601947,245.373344,3180336
2025-11-14,247.516817,256.663824,244.923849,254.002909,95797082
2025-11-17,253.354376,262.461793,249.349577,258.377591,27002128
2025-11-18,256.610844,267.160206,251.951968,262.396293,146214632
2025-11-19,262.735842,270.012701,261.119408,268.361655,57535958
2025-11-20,267.409958,270.962692,260.160475,263.663434,83060687
2025-11-21,262.407076,265.812262,257.542984,260.928989,1760864
2025-11-24,263.752855,267.891216,257.549421,261.654864,22179555
2025-11-25,262.574081,267.180613,251.130192,255.614629,8502053
2025-11-26,257.226666,261.776936,246.716706,251.159652,35073109
2025-11-27,249.520470,255.951290,247.962872,254.363460,108019663
2025-11-28,254.492060,265.089042,248.829345,259.318924,89560641
2025-12-01,258.083671,260.842180,255.587581,258.343576,81170362
2025-12-02,260.217945,264.200717,254.932863,258.895393,3974785
2025-12-03,258.955053,262.793321,248.742583,252.484950,106750592
2025-12-04,250.372566,253.086376,248.497011,251.204588,78458156
2025-12-05,251.387012,253.562331,250.388670,252.559333,40913722
2025-12-08,249.512206,252.421824,245.617139,248.515130,36534770
2025-12-09,249.745137,253.892637,229.965965,233.849487,108467346
2025-12-10,236.668605,237.827788,228.358305,229.482291,45183637
2025-12-11,227.379252,239.812161,225.633339,237.984814,52648010
2025-12-12,237.823438,247.648747,234.008384,243.738801,111503857
2025-12-15,245.419411,253.041941,242.622825,250.190982,50361567
2025-12-16,250.111494,256.843058,244.178006,250.891076,91418152
2025-12-17,250.591852,258.861161,246.939647,255.142632,59958197
2025-12-18,253.529673,262.689729,250.989243,260.083627,31493679
2025-12-19,259.982511,263.171516,259.244663,262.426731,48619375
2025-12-22,259.393455,276.820370,254.730719,271.932243,143243711
2025-12-23,271.342929,275.778574,267.503420,271.930747,107866137
2025-12-24,273.964290,281.235934,270.219874,277.443959,12878329
2025-12-25,275.900936,285.041310,271.459836,280.525765,78023162
2025-12-26,279.551587,283.575988,269.152330,273.083619,131731868
2025-12-29,273.903014,276.238794,265.220271,267.501461,4094135
2025-12-30,265.779941,274.511500,259.966808,268.635901,45556649
2025-12-31,268.912755,276.450732,265.995948,273.484338,58677283
2026-01-01,270.005446,281.564890,268.712977,280.223509,53559319
2026-01-02,282.502820,286.304214,278.357583,282.154287,102626711
2026-01-05,281.107710,293.192353,277.921725,289.906644,92519795
2026-01-06,290.636808,294.731412,284.954992,289.026915,122808195
2026-01-07,290.779078,302.679515,285.619676,297.402590,49765739
2026-01-08,294.463795,300.991225,288.631963,295.145884,80667152
2026-01-09,293.053783,307.697294,288.757577,303.251586,67053025
2026-01-12,303.047453,313.408519,299.480585,309.762613,8195611
2026-01-13,311.713731,315.342957,303.150798,306.721905,90067657
2026-01-14,310.386210,312.839938,297.549403,299.920395,19011102
2026-01-15,299.901682,305.602814,295.572351,301.253962,37812447
2026-01-16,301.532281,305.481129,295.371570,299.291067,79116391
2026-01-19,300.338920,313.048503,296.792288,309.394930,2209200
2026-01-20,308.193853,317.222349,305.616422,314.591415,111058326
2026-01-21,314.438094,328.474523,310.625169,324.539111,54311193
2026-01-22,326.094491,330.188458,319.289516,323.349015,52321837
2026-01-23,320.563635,325.661588,313.395635,318.460136,21818306
2026-01-26,319.477752,322.447275,301.075196,303.899924,27218077
2026-01-27,306.298837,311.916691,301.273014,306.881311,9191479
2026-01-28,304.926837,310.488564,303.907981,309.454580,77241711
2026-01-29,307.608659,321.129661,301.715654,315.093270,55464185
2026-01-30,317.441144,320.943635,314.046832,317.548178,139200334
2026-02-02,320.030005,323.867235,317.860344,321.686344,105155482
2026-02-03,318.532380,327.886589,316.411091,325.717451,16702083
2026-02-04,327.350452,331.365838,310.371007,314.225396,35128377
2026-02-05,315.862935,318.906853,310.965144,313.991022,136744763
2026-02-06,313.043955,333.315942,307.945087,327.973896,4604814
2026-02-09,329.192009,335.628228,318.513438,324.865058,137202712
2026-02-10,324.984102,329.519616,321.266102,325.792369,144691812
2026-02-11,328.018044,331.735258,323.822165,327.533892,109561743
2026-02-12,326.036065,335.906269,324.289018,334.115927,118608481
2026-02-13,334.504699,340.638703,322.803589,328.833598,46474430
2026-02-16,326.021761,340.107918,322.128044,336.093908,8705158
2026-02-17,339.009862,342.728939,333.740063,337.441939,110098430
2026-02-18,338.168619,346.830915,333.033046,341.642585,20103443
2026-02-19,341.370853,346.468350,332.958339,338.005584,125819705
2026-02-20,335.862552,347.890589,333.545397,345.506897,84526361
2026-02-23,347.007768,351.561418,344.670288,349.209109,113312596
2026-02-24,350.113500,352.019435,343.413626,345.293321,30281158
2026-02-25,346.241721,351.670032,341.638814,347.056297,50899787
2026-02-26,346.609490,350.120666,331.694101,335.088569,80994821
2026-02-27,335.836173,342.449588,320.085148,326.515007,10420305
2026-03-02,325.492824,333.086045,319.818060,327.378407,57056696
2026-03-03,323.677591,337.133753,316.112285,329.433905,94714818
2026-03-04,328.684916,331.876735,318.744181,321.869819,71440387
2026-03-05,320.796819,325.536625,316.368851,321.104411,32984759
2026-03-06,319.951783,327.949053,317.389569,325.343660,27370414
2026-03-09,328.455577,330.731530,316.970362,319.182056,105537505
2026-03-10,318.819843,320.282848,314.087542,315.535475,135647833
2026-03-11,316.138944,318.624937,302.821756,305.221902,34879931
2026-03-12,304.262573,313.391843,297.157304,306.240388,98222999
2026-03-13,305.801834,326.230280,300.447638,320.616696,96407726
2026-03-16,321.105496,326.249448,299.583465,304.460777,23540191
2026-03-17,305.049983,309.192424,302.809685,306.938259,114876952
2026-03-18,307.692744,312.826685,302.346423,307.476760,71718837
2026-03-19,304.125892,311.879654,298.750560,306.463014,131432637
2026-03-20,308.676815,312.742574,299.434883,303.431554,47489474
2026-03-23,305.939977,312.656803,303.067269,309.748335,47746321
2026-03-24,310.830070,317.387722,301.365985,307.860998,84092882
2026-03-25,305.678957,309.087912,299.158502,302.532366,147973164
2026-03-26,298.575279,312.662485,295.929339,309.916044,97257469
2026-03-27,307.237285,320.393477,302.573857,315.603068,25332025
2026-03-30,317.922133,321.195664,315.027280,318.297394,16102021
2026-03-31,315.348910,319.053779,308.811658,312.482855,136752585
2026-04-01,316.879888,316.883196,311.481978,311.485230,106209801
2026-04-02,308.450108,311.503767,295.723291,298.680229,92404116
2026-04-03,296.076445,303.265816,292.556148,299.702407,71044264
2026-04-06,299.743719,306.115240,294.063801,300.422460,39314371
2026-04-07,297.704603,325.378267,294.772393,322.204746,147492385
2026-04-08,321.628552,328.325320,319.205563,325.870375,110421765
2026-04-09,327.101640,331.876604,321.403056,326.164338,144144567
2026-04-10,328.479132,332.247044,325.198115,328.961211,20031312
2026-04-13,329.417764,334.607747,324.531141,329.716691,16568253
2026-04-14,327.064272,335.208693,323.101258,331.195619,20866702
2026-04-15,330.803361,333.079002,328.264831,330.538651,85074086
2026-04-16,330.200440,333.746341,321.030538,324.515389,106325451
2026-04-17,322.451610,329.684389,317.011188,324.214229,118069001
2026-04-20,322.768551,332.359684,319.656855,329.186119,42923237
2026-04-21,328.946926,333.558466,325.389272,329.989536,62137632
2026-04-22,327.163874,330.141309,320.885832,323.832953,136403426
2026-04-23,322.069772,336.492650,314.477884,328.743449,95007558
2026-04-24,326.249158,331.114605,315.865990,320.647904,26520253
2026-04-27,319.573628,323.068315,312.051227,315.501383,30944795
2026-04-28,314.401696,329.819542,308.619963,323.863805,65843811
2026-04-29,322.313556,334.586389,316.154951,328.313147,137319036
2026-04-30,329.889454,331.404822,319.068884,320.541310,32623719
2026-05-01,322.672014,331.973069,317.829696,327.064829,77203046
2026-05-04,326.149912,327.841729,317.856689,319.514084,118529494
2026-05-05,320.347367,321.216994,313.021933,313.873988,97594207
2026-05-06,313.334933,317.917854,305.686636,310.224056,28973214
2026-05-07,311.333490,313.836483,302.144197,304.592998,66214553
2026-05-08,308.585623,311.703915,304.032137,307.135777,135500275
2026-05-11,307.535151,314.100138,303.843772,310.374677,130605573
2026-05-12,313.383093,316.237267,309.354284,312.197661,40930611
2026-05-13,311.895116,320.852371,308.897751,317.798276,32210456
2026-05-14,321.807001,323.799136,315.426662,317.391463,63866315
2026-05-15,317.845436,323.787372,311.978857,317.919428,143178322
2026-05-18,320.384350,323.397141,317.270182,320.282011,65178014
2026-05-19,318.600187,320.212028,317.393054,319.003368,82109695
2026-05-20,321.180094,336.369403,319.498678,334.617641,2418754
2026-05-21,339.268874,343.970682,331.669397,336.330483,146294314
2026-05-22,336.549883,343.278558,331.334014,338.039601,85692230
2026-05-25,338.190018,343.478998,330.228687,335.475209,120523465
2026-05-26,336.641766,343.072148,335.104758,341.512899,37634424
2026-05-27,342.790043,344.318505,339.362696,340.882654,148533236
2026-05-28,343.797528,347.504233,339.401522,343.100714,87099229
2026-05-29,344.503189,346.854312,334.589430,336.888586,7932889
2026-06-01,334.971016,339.268623,315.952669,320.058958,104039824
2026-06-02,319.929745,323.848337,315.524630,319.437188,4365113
2026-06-03,318.439864,326.215774,314.063246,321.793069,83489501
2026-06-04,322.566235,326.980718,304.145505,308.365646,139261195
2026-06-05,309.297846,319.634554,303.577220,313.830101,143170330
2026-06-08,312.854542,322.339827,306.870325,316.289899,60574984
2026-06-09,318.224466,324.135984,309.812944,315.677141,80437151
2026-06-10,317.919752,332.856303,312.487257,327.264134,12237315
2026-06-11,327.773726,337.627319,322.180214,331.962328,16485698
2026-06-12,329.898066,343.184733,325.551449,338.721857,58380131
2026-06-15,336.446010,355.329994,331.318098,349.995567,98581409
2026-06-16,349.696081,352.607141,339.853386,342.706259,73890531
2026-06-17,350.282228,355.827548,331.633023,336.967557,87362904
2026-06-18,335.920149,343.990706,332.483080,340.506709,22869365
2026-06-19,343.147453,347.565300,321.934453,326.133251,146487149
2026-06-22,325.994610,332.595252,319.510255,326.108629,30846126
2026-06-23,326.145167,329.467005,320.645474,323.944902,64098905
2026-06-24,322.923088,343.235589,321.098185,341.306796,79084213
2026-06-25,342.022632,348.218279,332.435139,338.568210,144470622
2026-06-26,336.579017,342.015703,334.322783,339.738291,115933657
2026-06-29,336.885290,350.062654,331.654393,344.710257,22173895
2026-06-30,344.961546,355.391543,340.648831,351.003294,42925486
2026-07-01,352.270277,356.397770,343.331602,347.402054,105658972
2026-07-02,345.759593,355.938503,341.070480,351.175935,69670348
2026-07-03,347.520896,380.838155,338.464644,371.165729,58125720
2026-07-06,372.695813,376.725992,358.023649,361.937492,142725410
2026-07-07,363.350449,381.509527,358.070380,376.044986,77302664
2026-07-08,374.498398,380.975067,371.683011,378.132360,131194659
2026-07-09,374.400662,376.951052,365.596288,368.103784,111541472
2026-07-10,362.932986,368.536621,355.413579,360.987171,46832425
2026-07-13,361.278571,374.684241,356.224635,369.515084,99691475
2026-07-14,372.826286,381.527331,366.065226,374.731717,135864523
2026-07-15,375.489486,383.181700,369.692852,377.356248,90914379
2026-07-16,377.239774,381.288495,367.999019,371.991412,77417868
2026-07-17,374.102190,385.284841,370.507729,381.618164,59756618
2026-07-20,382.992240,396.447889,376.529823,389.869429,128580500
2026-07-21,390.560463,394.493533,383.966592,387.872594,65941100
2026-07-22,389.757731,397.701017,384.592063,392.499018,105310517
2026-07-23,397.793769,410.860852,390.718452,403.680826,26413150
2026-07-24,409.002374,413.456419,399.562296,403.961446,120201631
2026-07-27,401.242593,425.357550,397.121553,421.033246,117633253
2026-07-28,418.741312,435.660698,414.734361,431.531358,13198192
2026-07-29,432.723010,438.427926,425.974336,431.665308,113793450
2026-07-30,432.964101,440.807122,407.659636,415.180513,118383581
2026-07-31,416.477823,424.119249,406.091673,413.681798,77493417
2026-08-03,414.615330,426.912468,410.995953,423.217995,28695990
2026-08-04,421.042239,434.207151,414.789890,427.853655,79135195
2026-08-05,427.880347,432.714616,424.155325,428.980021,9251263
2026-08-06,426.159694,429.100672,422.169162,425.102847,45665570
2026-08-07,422.674209,446.787698,418.354479,442.267722,68323597
2026-08-10,441.593371,457.331342,439.455711,455.128163,23053778
2026-08-11,449.603893,464.023059,445.082433,459.403053,76173131
2026-08-12,461.120390,484.652900,453.774468,477.053160,67536774
2026-08-13,475.886603,481.621348,474.143769,479.863948,83099269
2026-08-14,477.293182,482.714213,467.775237,473.149202,139118986
2026-08-17,477.651547,480.569428,474.295083,477.210267,98631649
2026-08-18,480.696469,483.606334,471.883087,474.756998,38407515
2026-08-19,475.365541,483.836137,471.650440,480.084159,122370619
2026-08-20,479.506276,484.397044,471.422188,476.280050,57456357
2026-08-21,470.165022,471.715172,462.896692,464.427927,92287883
2026-08-24,462.684955,467.171927,449.044671,453.442008,112944918
2026-08-25,456.895241,461.914769,448.546483,453.529028,23482392
2026-08-26,454.494547,460.042693,441.895455,447.356465,130547914
2026-08-27,445.601756,459.456035,437.561861,451.313092,22636905
2026-08-28,448.272352,456.195206,442.845166,450.738167,131097254
2026-08-31,454.004539,470.858134,450.246428,466.992513,36404048
2026-09-01,468.784883,472.079615,464.503273,467.791020,21287565
2026-09-02,464.606694,467.458841,458.573996,461.406498,99564829
2026-09-03,457.212139,469.641312,452.643151,464.994554,45320542
2026-09-04,469.779338,474.521328,457.552727,462.218396,19824996
2026-09-07,467.396446,472.286324,465.406968,470.284553,24806092
2026-09-08,470.882487,478.771076,454.745802,462.493858,131299992
2026-09-09,459.440000,465.393757,446.608506,452.471967,65269801
2026-09-10,455.967796,459.167278,452.964805,456.163002,57615327
2026-09-11,455.609641,476.517347,445.497531,466.170835,2618511
2026-09-14,465.812063,482.470055,460.384032,476.912670,83445570
2026-09-15,475.956178,487.220874,471.824028,483.027333,33867685
2026-09-16,479.717726,504.167592,471.766317,495.947177,141572783
2026-09-17,502.913089,505.504476,478.288739,480.766007,57527567
2026-09-18,476.666192,483.786763,463.241060,470.266023,143794648
2026-09-21,471.515740,496.993246,463.261282,488.442466,40990405
2026-09-22,490.810068,501.830671,481.599413,492.586676,21680708
2026-09-23,493.427257,504.494595,484.976434,495.999714,128492276
