Date,Open,High,Low,Close,Volume
2025-10-07,397.737861,400.833380,390.201182,393.261864,115391612
2025-10-08,391.837458,409.456153,387.310883,404.780063,101632418
2025-10-09,403.763236,413.678996,397.315147,407.176399,124984234
2025-10-10,406.938104,416.201348,400.344650,409.565326,120967346
2025-10-13,407.958140,414.584800,395.614552,402.146816,136348843
2025-10-14,396.557854,403.170100,391.872780,398.462523,131422651
2025-10-15,395.402761,398.624172,394.193077,397.408352,27776722
2025-10-16,399.526783,401.694883,395.855757,398.015657,44880160
2025-10-17,397.416580,407.604668,391.166058,401.293175,63385553
2025-10-20,403.608006,420.915636,397.885371,415.031037,149652536
2025-10-21,415.059002,426.992184,409.462736,421.311615,148571572
2025-10-22,419.392549,422.981014,416.789122,420.371510,31167368
2025-10-23,424.102021,437.234596,418.258180,431.291686,90545904
2025-10-24,429.834954,435.024199,418.249025,423.360101,42927588
2025-10-27,422.313785,445.690645,416.638619,439.780753,1026278
2025-10-28,444.319271,452.787934,431.764906,440.154182,114719907
2025-10-29,437.520398,443.529183,432.038474,438.040740,28741509
2025-10-30,442.729375,449.164636,431.870285,438.240295,130800093
2025-10-31,435.547704,442.467824,425.273771,432.139744,76473333
2025-11-03,436.904153,439.623012,429.035850,431.722462,9553555
2025-11-04,427.663255,437.529281,422.652780,432.462577,74712218
2025-11-05,440.047755,444.605913,427.061482,431.531425,12289817
2025-11-06,427.832823,436.596396,424.462500,433.183919,90661932
2025-11-07,433.384077,439.853777,420.037667,426.403154,5308121
2025-11-10,427.958458,436.700167,409.925633,418.473600,111696925
2025-11-11,418.404260,420.616903,406.312452,408.472574,74017699
2025-11-12,407.421186,414.841482,398.826194,406.224699,148814578
2025-11-13,401.618738,413.094768,397.080570,408.479079,49500409
2025-11-14,403.848675,408.691124,390.508853,395.248176,9848492
2025-11-17,397.734660,405.322908,386.370831,393.885646,105722791
2025-11-18,394.886448,395.193558,393.789099,394.095595,69281630
2025-11-19,394.497572,401.560612,364.200494,370.839971,80409485
2025-11-20,371.979371,375.635240,361.974462,365.567313,17167957
2025-11-21,364.429813,369.930663,359.347200,364.842297,120801062
2025-11-24,363.250790,378.217896,360.479437,375.354202,40969862
2025-11-25,374.777103,377.569968,368.408206,371.174222,36447581
2025-11-26,369.468001,374.963164,359.754346,365.185819,132457164
2025-11-27,363.160688,390.789517,359.035166,386.399997,5418185
2025-11-28,385.431497,388.293905,374.562174,377.364674,103274384
2025-12-01,380.278854,386.461629,369.004599,375.103225,128177179
2025-12-02,375.853794,381.310225,370.989992,376.438853,129535272
2025-12-03,376.253811,387.162387,372.702785,383.542572,93108376
2025-12-04,381.882021,398.411247,376.709343,393.086798,14806543
2025-12-05,391.624201,395.696450,383.576861,387.607341,5305591
2025-12-08,390.713943,395.732583,384.790267,389.797131,35083336
2025-12-09,388.512850,393.387645,378.466704,383.275787,102176284
2025-12-10,384.043616,392.734290,378.160619,386.808932,82575709
2025-12-11,386.926593,401.270860,382.968134,397.207225,53173851
2025-12-12,398.103639,412.128212,393.468497,407.385006,6554848
2025-12-15,405.882440,412.331666,391.190161,397.506295,44302131
2025-12-16,398.165540,403.771390,392.330268,397.932842,81403948
2025-12-17,398.464202,402.627515,393.143615,397.294709,101716091
2025-12-18,400.521013,409.224801,393.111155,401.791439,27679888
2025-12-19,406.364659,410.395398,393.253650,397.193420,119476487
2025-12-22,394.595172,402.197061,386.776056,394.373678,74738245
2025-12-23,392.581132,396.271979,389.703878,393.388805,105870510
2025-12-24,393.869295,396.968474,384.473323,387.522563,111009929
2025-12-25,382.598133,387.317020,370.664852,375.293646,48548947
2025-12-26,375.153936,397.101566,370.927119,392.677316,83328635
2025-12-29,392.199415,407.263549,385.904476,400.830084,129714211
2025-12-30,402.477444,404.636366,398.359161,400.507517,103966639
2025-12-31,403.668620,408.900867,399.529149,404.750304,58939368
2026-01-01,406.045685,410.699390,392.966345,397.522363,25135729
2026-01-02,399.940736,411.637856,392.446156,404.065973,4867667
2026-01-05,405.354605,406.259697,391.728932,392.605557,50481227
2026-01-06,395.792424,418.613035,387.608760,410.132858,108253892
2026-01-07,410.681279,434.610830,403.257110,426.893581,43444368
2026-01-08,424.737234,442.048491,420.472810,437.654377,36050016
2026-01-09,435.827262,447.243294,426.431036,437.804441,115475300
2026-01-12,446.437555,452.899192,429.023139,435.323920,63561390
2026-01-13,438.712844,451.568242,434.044950,446.814150,126878462
2026-01-14,446.855649,468.766316,438.925159,460.592041,79940315
2026-01-15,459.524135,467.514665,453.718102,461.681375,124704694
2026-01-16,461.925357,473.578774,460.825680,472.454032,149616900
2026-01-19,474.608737,491.889496,469.482755,486.633639,84123847
2026-01-20,480.378496,483.137867,472.678134,475.408960,96333693
2026-01-21,473.519046,484.599966,469.878040,480.902190,92089301
2026-01-22,481.966067,492.810925,478.310714,489.101455,71090920
2026-01-23,491.753118,502.636863,473.007989,483.713803,41455119
2026-01-26,478.073042,486.400200,474.153890,482.445205,122110279
2026-01-27,480.207931,489.868394,472.407833,482.038561,149326448
2026-01-28,485.837990,492.942664,464.972683,471.873141,107787899
2026-01-29,472.101415,481.542286,466.066858,475.464739,112468665
2026-01-30,476.749165,494.476865,472.533353,490.142618,148985048
2026-02-02,493.225008,499.559685,472.293646,478.438413,104198414
2026-02-03,479.661239,492.251053,476.494380,489.022389,16309091
2026-02-04,494.634814,503.296565,484.910006,493.552809,82980890
2026-02-05,495.625562,496.516768,492.476947,493.364087,78396646
2026-02-06,493.953198,499.306973,476.506108,481.727371,62836222
2026-02-09,482.827421,489.156665,477.867721,484.183039,127512793
2026-02-10,487.838265,496.370592,479.929795,488.452171,99477624
2026-02-11,494.244019,502.149517,477.086405,484.841508,42818817
2026-02-12,492.915834,508.039907,483.603246,498.619560,42263865
2026-02-13,493.043558,519.361619,480.259174,506.235182,140509485
2026-02-16,503.206245,536.373458,495.409371,528.189484,75249155
2026-02-17,533.422241,548.896076,526.061346,541.424753,143200818
2026-02-18,546.313444,562.458222,539.036980,555.065192,51003525
2026-02-19,554.356647,590.921875,547.650615,583.858955,82904215
2026-02-20,580.035386,604.172325,575.070781,599.045015,87226635
2026-02-23,598.310044,608.247936,575.947608,585.675643,128084231
2026-02-24,588.578228,596.594590,583.270484,591.262638,14532718
2026-02-25,588.174075,604.771735,580.192224,596.674528,91250548
